299	14	89	2023-06-12	2024-04-12	2024-05-03	Double
300	15	194	2010-04-07	2022-06-02	2022-06-18	Single
301	17	136	2021-09-23	2027-02-02	2027-02-05	Suite
302	18	71	2013-09-27	2019-03-18	2019-03-31	Suite
303	2	64	2020-12-05	2027-11-13	2027-11-28	Single
304	3	146	2016-03-06	2016-12-16	2017-01-06	King
305	6	186	2020-03-20	2027-11-18	2027-12-01	Smoking Double
306	15	63	2018-03-13	2021-07-28	2021-08-07	Smoking Double
307	2	30	2022-05-23	2027-12-11	2027-12-14	Single
308	3	60	2019-05-31	2022-06-08	2022-06-24	Family Style
309	4	7	2020-05-07	2029-04-23	2029-05-07	King
310	4	27	2012-04-30	2014-10-15	2014-10-28	Suite
311	13	20	2020-12-16	2029-03-01	2029-03-05	Penthouse
312	4	62	2018-08-01	2023-04-30	2023-05-14	Double
313	3	107	2020-09-24	2027-01-10	2027-01-31	Smoking Double
314	14	138	2018-10-21	2024-02-28	2024-03-06	Double
315	7	43	2022-08-25	2029-07-03	2029-07-19	Suite
316	7	191	2013-10-17	2015-09-04	2015-09-15	Double
317	2	197	2024-02-29	2025-07-27	2025-07-28	Family Style
318	5	61	2016-04-13	2022-06-03	2022-06-17	Smoking Double
319	2	69	2022-08-20	2025-05-09	2025-05-29	Penthouse
320	19	35	2016-06-08	2023-02-17	2023-02-24	Family Style
321	16	45	2020-01-24	2026-10-21	2026-11-11	Suite
322	20	114	2015-05-21	2024-02-22	2024-02-24	King
323	11	198	2023-01-08	2028-01-07	2028-01-26	Family Style
324	14	35	2017-03-06	2019-11-28	2019-12-16	Suite
325	1	80	2022-02-14	2024-04-30	2024-05-20	King
326	6	111	2014-04-27	2020-07-24	2020-08-13	Smoking Single
327	8	33	2020-04-07	2028-05-31	2028-06-04	Single
328	10	11	2014-02-20	2014-07-16	2014-07-20	King
329	5	144	2020-11-13	2028-04-29	2028-05-13	Double
330	7	133	2011-08-31	2023-05-11	2023-05-22	Penthouse
331	4	81	2021-01-19	2026-04-13	2026-04-17	Single
332	2	162	2016-10-15	2024-01-05	2024-01-09	Suite
333	16	8	2021-04-16	2027-04-30	2027-05-21	Double
334	20	93	2019-08-30	2023-11-19	2023-12-10	King
335	9	149	2021-09-23	2028-01-26	2028-02-05	Smoking Single
336	6	126	2012-06-15	2013-11-28	2013-12-12	Double
337	3	15	2022-04-02	2027-05-23	2027-06-12	Penthouse
338	17	15	2018-06-04	2019-02-08	2019-02-19	Penthouse
339	19	200	2020-01-21	2025-07-06	2025-07-14	Penthouse
340	6	19	2015-09-10	2016-12-14	2016-12-29	Double
341	19	123	2020-09-07	2028-10-12	2028-10-13	Single
342	5	23	2011-08-12	2022-10-29	2022-11-06	Family Style
343	7	70	2020-08-07	2025-11-06	2025-11-27	Double
344	11	10	2016-06-06	2019-05-19	2019-05-23	Suite
345	5	145	2022-09-01	2024-08-18	2024-09-07	Single
346	15	41	2014-08-17	2021-11-06	2021-11-10	Double
347	19	20	2021-09-04	2027-03-02	2027-03-11	Double
348	16	170	2014-10-09	2017-11-11	2017-11-30	Family Style
349	20	90	2023-02-06	2025-02-20	2025-03-10	Family Style
350	19	147	2016-08-12	2021-10-06	2021-10-24	Smoking Single
351	17	80	2021-12-11	2029-01-22	2029-02-08	Single
352	13	148	2019-12-19	2022-12-12	2022-12-23	Family Style
353	19	123	2023-08-18	2029-04-20	2029-04-26	King
354	9	21	2014-04-17	2014-10-02	2014-10-15	Penthouse
355	17	62	2023-04-27	2029-07-03	2029-07-24	Family Style
356	11	196	2018-12-15	2023-05-10	2023-05-28	Single
357	6	43	2021-06-06	2026-02-24	2026-03-06	Smoking Double
358	18	26	2017-12-06	2023-04-19	2023-04-24	Penthouse
359	8	188	2020-03-22	2029-09-29	2029-10-03	Family Style
360	18	126	2012-08-06	2012-11-22	2012-12-01	Smoking Double
361	14	21	2021-10-22	2026-12-26	2026-12-31	Family Style
362	13	184	2019-08-10	2023-01-19	2023-01-22	Penthouse
363	18	10	2023-06-05	2029-11-15	2029-12-05	Smoking Single
364	20	180	2016-09-01	2020-12-05	2020-12-22	Smoking Single
365	11	35	2024-03-03	2027-04-10	2027-04-13	Suite
366	20	38	2014-01-31	2021-03-07	2021-03-13	Smoking Single
367	14	168	2021-11-06	2027-05-21	2027-06-05	Family Style
368	4	74	2017-05-12	2018-01-17	2018-02-02	Smoking Single
369	18	136	2021-09-01	2028-05-12	2028-05-20	Suite
370	3	164	2013-07-24	2018-10-18	2018-11-07	Double
371	17	5	2020-03-03	2027-10-06	2027-10-25	King
372	16	130	2017-05-20	2017-12-24	2018-01-13	Single
373	5	60	2020-04-27	2025-03-20	2025-03-28	Double
374	18	190	2017-04-16	2022-10-09	2022-10-20	Smoking Single
375	12	11	2021-02-16	2027-10-27	2027-11-01	Family Style
376	16	187	2014-02-13	2018-05-13	2018-05-28	Smoking Double
377	19	109	2021-11-17	2028-03-28	2028-04-12	Double
378	20	98	2015-07-17	2018-05-07	2018-05-09	Smoking Double
379	15	140	2024-02-05	2028-10-05	2028-10-12	Smoking Single
380	3	169	2015-05-10	2021-04-19	2021-04-26	Smoking Single
381	20	126	2020-02-03	2026-03-31	2026-04-14	Single
382	7	74	2018-05-01	2019-08-29	2019-09-15	Smoking Single
383	7	50	2021-03-12	2028-12-29	2029-01-18	Family Style
384	13	61	2012-05-29	2022-03-17	2022-04-06	Smoking Double
385	19	151	2021-03-22	2024-11-14	2024-11-27	Smoking Double
386	20	186	2011-11-28	2017-06-14	2017-06-26	Penthouse
387	8	185	2020-08-21	2029-02-09	2029-02-23	Smoking Single
388	5	22	2010-08-19	2014-10-01	2014-10-05	Penthouse
389	20	150	2021-02-02	2024-06-01	2024-06-04	Penthouse
390	2	16	2011-03-06	2016-09-09	2016-09-22	Suite
391	3	8	2020-10-06	2027-09-03	2027-09-22	Single
392	8	144	2011-08-02	2022-04-23	2022-05-07	Suite
393	17	62	2020-10-17	2029-11-10	2029-11-29	King
394	9	188	2016-01-21	2022-03-24	2022-04-02	Smoking Double
395	13	159	2022-03-10	2025-04-26	2025-05-15	Double
396	12	18	2010-08-22	2010-10-25	2010-11-04	King
397	3	1	2020-12-11	2028-06-25	2028-07-13	Penthouse
398	4	7	2016-12-13	2019-03-27	2019-03-28	Family Style
399	20	89	2023-07-23	2028-03-07	2028-03-16	King
400	5	49	2018-09-21	2022-10-14	2022-10-19	Penthouse
401	2	23	2020-12-25	2029-04-29	2029-05-01	King
402	8	188	2014-06-23	2019-07-07	2019-07-15	Penthouse
403	15	97	2021-04-07	2024-09-13	2024-09-29	Suite
404	5	195	2011-09-13	2020-08-01	2020-08-12	King
405	6	78	2021-01-20	2024-05-28	2024-06-01	Penthouse
406	13	200	2011-10-10	2019-10-06	2019-10-22	Smoking Single
407	19	158	2021-01-17	2025-11-06	2025-11-24	Smoking Single
408	14	79	2014-01-03	2014-02-18	2014-03-06	Smoking Single
409	10	141	2023-07-18	2029-08-31	2029-09-11	Suite
410	12	123	2010-03-13	2021-11-15	2021-11-18	King
411	14	79	2020-10-15	2025-11-18	2025-11-20	King
412	13	36	2018-07-24	2019-07-20	2019-07-25	King
413	9	74	2020-01-01	2027-06-22	2027-06-23	Single
414	17	105	2015-09-23	2022-06-16	2022-07-07	Family Style
415	13	112	2022-11-07	2025-06-06	2025-06-26	Family Style
416	15	11	2018-12-14	2022-12-15	2022-12-28	Smoking Single
417	7	180	2023-11-07	2026-01-05	2026-01-21	King
418	6	10	2015-11-16	2017-04-14	2017-04-18	Single
419	4	74	2020-03-30	2027-10-30	2027-11-08	Double
420	10	164	2019-07-19	2021-05-06	2021-05-13	Smoking Double
421	10	169	2022-10-30	2029-03-12	2029-03-26	Smoking Single
422	11	84	2014-11-04	2021-09-23	2021-09-25	Family Style
423	4	189	2022-04-29	2029-09-27	2029-10-01	Double
424	17	11	2011-11-15	2012-06-23	2012-06-25	Smoking Single
425	19	170	2020-09-14	2026-03-01	2026-03-12	Smoking Single
426	5	47	2018-06-13	2022-08-14	2022-08-22	Smoking Double
427	10	73	2022-01-24	2028-04-10	2028-04-14	Smoking Double
428	6	1	2017-04-22	2021-03-27	2021-04-09	Family Style
429	11	190	2023-06-17	2025-06-12	2025-06-30	Double
430	6	139	2010-12-01	2022-07-03	2022-07-08	Suite
431	2	41	2020-08-05	2026-09-14	2026-09-24	Family Style
432	15	34	2018-10-03	2022-10-28	2022-11-04	Double
433	14	67	2024-02-07	2029-01-08	2029-01-21	Single
434	14	91	2016-09-08	2021-11-26	2021-12-13	Smoking Single
435	4	191	2023-02-18	2026-08-17	2026-08-20	King
436	16	158	2011-01-17	2012-08-17	2012-08-28	Single
437	7	13	2022-06-14	2028-10-17	2028-10-26	Family Style
438	6	147	2018-01-28	2022-10-17	2022-10-26	Single
439	4	164	2020-04-15	2026-07-16	2026-07-22	Suite
440	4	73	2013-12-10	2022-07-11	2022-07-23	King
441	9	179	2020-04-29	2026-08-28	2026-08-31	Family Style
